tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,director,writer,cast
tt1103982,The Girlfriend Experience,2009,77,Drama,5.5,16930.0,Steven Soderbergh,David Levien,Sasha Grey
tt1104001,Tron,2010,125,"Action,Adventure,Sci-Fi",6.8,344887.0,Joseph Kosinski,Edward Kitsis,Jeff Bridges
tt11044858,Nocturne,2020,90,"Drama,Horror,Music",5.7,10228.0,Zu Quirke,Zu Quirke,Sydney Sweeney
tt11057644,The Christmas Chronicles: Part Two,2020,112,"Adventure,Comedy,Family",6.0,32783.0,Chris Columbus,Matt Lieberman,Kurt Russell
tt1107365,Open Season 2,2008,76,"Adventure,Animation,Comedy",5.5,25195.0,Matthew O'Callaghan,David I. Stern,Joel McHale
tt1107860,The Maiden Heist,2009,90,"Comedy,Crime",6.0,17059.0,Peter Hewitt,Michael LeSieur,Christopher Walken
tt11080108,The Map of Tiny Perfect Things,2021,98,"Comedy,Fantasy,Romance",6.8,24808.0,Ian Samuels,Lev Grossman,Kathryn Newton
tt11083552,Wrath of Man,2021,119,"Action,Crime,Thriller",7.1,189091.0,Guy Ritchie,Nicolas Boukhrief,Jason Statham
tt1109624,Paddington,2014,95,"Adventure,Comedy,Family",7.3,123274.0,Paul King,Paul King,Hugh Bonneville
tt11100856,Love Guaranteed,2020,90,"Comedy,Romance",5.6,18238.0,Mark Steven Johnson,Elizabeth Hackett,Rachael Leigh Cook
tt1111422,The Taking of Pelham 123,2009,106,"Action,Crime,Thriller",6.4,201924.0,Tony Scott,Brian Helgeland,Denzel Washington
tt11116912,Troll,2022,101,"Action,Adventure,Drama",5.8,44237.0,Roar Uthaug,Espen Aukan,Ine Marie Wilmann
tt1111890,Diario de una ninfómana,2008,101,"Drama,Romance",5.7,11305.0,Christian Molina,Cuca Canals,Belén Fabra
tt11125620,The Addams Family 2,2021,93,"Adventure,Animation,Comedy",5.4,14120.0,Conrad Vernon,Dan Hernandez,Oscar Isaac
tt11127680,Boiling Point,2021,92,"Drama,Thriller",7.5,33352.0,Philip Barantini,Philip Barantini,Stephen Graham
tt11127690,El practicante,2020,94,"Adventure,Crime,Drama",5.7,13572.0,Carles Torras,Rebeca Arnal,Mario Casas
tt1112782,Thick as Thieves,2009,104,"Action,Crime,Thriller",6.0,35277.0,Mimi Leder,Ted Humphrey,Ivan Petrushinov
tt11128440,Clerks III,2022,100,"Comedy,Drama",6.3,14994.0,Kevin Smith,Kevin Smith,Brian O'Halloran
tt11138512,The Northman,2022,137,"Action,Adventure,Drama",7.0,226832.0,Robert Eggers,Sjón,Alexander Skarsgård
tt11140488,The Wolf of Snow Hollow,2020,85,"Comedy,Horror,Mystery",6.2,22928.0,Jim Cummings,Jim Cummings,Jim Cummings
tt11145118,Creed III,2023,116,"Drama,Sport",6.9,55826.0,Michael B. Jordan,Keenan Coogler,Michael B. Jordan
tt1114740,Paul Blart: Mall Cop,2009,91,"Action,Comedy,Crime",5.2,113399.0,Steve Carr,Kevin James,Kevin James
tt11161474,Pieces of a Woman,2020,126,Drama,7.0,52560.0,Kornél Mundruczó,Kata Wéber,Vanessa Kirby
tt11169050,Supernova,2020,95,"Drama,Romance",6.9,12586.0,Harry Macqueen,Harry Macqueen,Colin Firth
tt1117385,Felon,2008,104,"Crime,Thriller",7.4,81459.0,Ric Roman Waugh,Ric Roman Waugh,Stephen Dorff
tt1119191,The Killing Room,2009,93,"Mystery,Thriller",5.6,14609.0,Jonathan Liebesman,Gus Krieger,Nick Cannon
tt11196036,The Card Counter,2021,111,"Crime,Drama,Thriller",6.2,38248.0,Paul Schrader,Paul Schrader,Oscar Isaac
tt1119646,The Hangover,2009,100,Comedy,7.7,806017.0,Todd Phillips,Jon Lucas,Zach Galifianakis
tt11199410,The Princess Switch: Switched Again,2020,96,"Comedy,Drama,Family",5.4,12500.0,Mike Rohl,Robin Bernheim,John Jack
tt11204094,The Duke,2020,95,"Biography,Comedy,Crime",6.9,11103.0,Roger Michell,Richard Bean,Jim Broadbent
tt1120985,Blue Valentine,2010,112,"Drama,Romance",7.3,202666.0,Derek Cianfrance,Derek Cianfrance,Ryan Gosling
tt1121096,Seventh Son,2014,102,"Action,Adventure,Fantasy",5.5,78916.0,Sergei Bodrov,Charles Leavitt,Ben Barnes
tt11213372,Azizler,2021,96,"Comedy,Drama",6.0,11001.0,Durul Taylan,Durul Taylan,Engin Günaydin
tt11214590,House of Gucci,2021,158,"Biography,Crime,Drama",6.6,145044.0,Ridley Scott,Becky Johnston,Lady Gaga
tt1121794,Stranger: Mukô hadan,2007,103,"Action,Adventure,Animation",7.8,17456.0,Masahiro Andô,Fumihiko Takayama,Unshô Ishizuka
tt1121931,Crank: High Voltage,2009,96,"Action,Crime,Thriller",6.1,153874.0,Mark Neveldine,Mark Neveldine,Jason Statham
tt1121977,Mother and Child,2009,125,"Drama,Romance",7.2,12504.0,Rodrigo García,Rodrigo García,Naomi Watts
tt1123373,Di Renjie zhi Tongtian diguo,2010,123,"Action,Adventure,Drama",6.6,11555.0,Hark Tsui,Chia-Lu Chang,Tony Ka Fai Leung
tt11233960,The Unforgivable,2021,112,"Crime,Drama",7.1,113335.0,Nora Fingscheidt,Peter Craig,Sandra Bullock
tt11235772,The Voyeurs,2021,116,"Drama,Mystery,Thriller",6.0,25046.0,Michael Mohan,Michael Mohan,Sydney Sweeney
tt1124035,The Ides of March,2011,101,"Drama,Thriller",7.1,226052.0,George Clooney,George Clooney,Paul Giamatti
tt1124037,Free State of Jones,2016,139,"Action,Biography,Drama",6.9,59616.0,Gary Ross,Gary Ross,Matthew McConaughey
tt1124039,Echelon Conspiracy,2009,105,"Action,Crime,Thriller",5.7,19696.0,Greg Marcks,Michael Nitsberg,Shane West
tt1124052,Nanjing! Nanjing!,2009,132,"Drama,History,War",7.7,11349.0,Chuan Lu,Chuan Lu,Ye Liu
tt11245972,Scream,2022,114,"Horror,Mystery,Thriller",6.3,135142.0,Matt Bettinelli-Olpin,James Vanderbilt,Neve Campbell
tt11252248,Dog,2022,101,"Comedy,Drama",6.5,40124.0,Channing Tatum,Reid Carolin,Channing Tatum
tt11252440,Psycho Goreman,2020,95,"Comedy,Horror,Sci-Fi",6.2,13988.0,Steven Kostanski,Steven Kostanski,Nita-Josée Hanna
tt1125849,The Wrestler,2008,109,"Drama,Sport",7.9,312568.0,Darren Aronofsky,Robert Siegel,Mickey Rourke
tt1126590,Big Eyes,2014,106,"Biography,Crime,Drama",7.0,96033.0,Tim Burton,Scott Alexander,Amy Adams
tt1126591,Burlesque,2010,119,"Drama,Music,Musical",6.4,89287.0,Steve Antin,Steve Antin,Cher
tt1126618,Morning Glory,2010,107,"Comedy,Drama,Romance",6.5,80564.0,Roger Michell,Aline Brosh McKenna,Rachel McAdams
tt11271038,Licorice Pizza,2021,133,"Comedy,Drama,Romance",7.2,126820.0,Paul Thomas Anderson,Paul Thomas Anderson,Alana Haim
tt1127180,Drag Me to Hell,2009,99,Horror,6.6,209504.0,Sam Raimi,Sam Raimi,Alison Lohman
tt1127715,Sin nombre,2009,96,"Adventure,Crime,Drama",7.5,33444.0,Cary Joji Fukunaga,Cary Joji Fukunaga,Paulina Gaitan
tt1127877,Cold Souls,2009,101,"Comedy,Drama,Fantasy",6.4,10003.0,Sophie Barthes,Sophie Barthes,Paul Giamatti
tt1127896,Taking Woodstock,2009,120,"Biography,Comedy,Drama",6.7,29596.0,Ang Lee,James Schamus,Demetri Martin
tt1128075,Ai no mukidashi,2008,237,"Action,Comedy,Drama",8.0,14851.0,Sion Sono,Sion Sono,Takahiro Nishijima
tt11284280,Kadaver,2020,86,"Drama,Horror,Thriller",5.2,11256.0,Jarand Herdal,Jarand Herdal,Thorbjørn Harr
tt11286314,Don't Look Up,2021,138,"Comedy,Drama,Sci-Fi",7.2,556230.0,Adam McKay,Adam McKay,Leonardo DiCaprio
tt11291274,The Unbearable Weight of Massive Talent,2022,107,"Action,Comedy,Crime",7.0,121758.0,Tom Gormican,Tom Gormican,Nicolas Cage
tt1129442,Transporter 3,2008,104,"Action,Adventure,Thriller",6.0,171192.0,Olivier Megaton,Luc Besson,Jason Statham
tt1130080,The Informant!,2009,108,"Biography,Comedy,Crime",6.5,66142.0,Steven Soderbergh,Scott Z. Burns,Matt Damon
tt11301946,Beast,2022,155,"Action,Thriller",5.2,34356.0,Nelson Dilipkumar,Nelson Dilipkumar,Joseph Vijay
tt11307814,Red Dot,2021,86,"Drama,Horror,Thriller",5.5,14054.0,Alain Darborg,Alain Darborg,Nanna Blondell
tt1130884,Shutter Island,2010,138,"Mystery,Thriller",8.2,1356415.0,Martin Scorsese,Laeta Kalogridis,Leonardo DiCaprio
tt1130988,JCVD,2008,97,"Action,Comedy,Crime",7.1,39595.0,Mabrouk El Mechri,Mabrouk El Mechri,Jean-Claude Van Damme
tt11314148,Shiddat,2021,146,Romance,7.6,22684.0,Kunal Deshmukh,Shridhar Raghavan,Sunny Kaushal
tt11317142,Shiva Baby,2020,77,"Comedy,Drama",7.1,25111.0,Emma Seligman,Emma Seligman,Rachel Sennott
tt1131724,02:22,2017,98,"Drama,Mystery,Romance",5.7,24722.0,Paul Currie,Todd Stein,Michiel Huisman
tt1131729,The Boat That Rocked,2009,135,"Comedy,Drama,Music",7.3,113648.0,Richard Curtis,Richard Curtis,Philip Seymour Hoffman
tt1131734,Jennifer's Body,2009,102,"Comedy,Horror",5.4,140825.0,Karyn Kusama,Diablo Cody,Megan Fox
tt1132285,The Factory,2012,104,"Crime,Mystery,Thriller",5.8,11470.0,Morgan O'Neill,Morgan O'Neill,John Cusack
tt1132620,Män som hatar kvinnor,2009,152,"Crime,Drama,Mystery",7.8,219410.0,Niels Arden Oplev,Nikolaj Arcel,Michael Nyqvist
tt1132626,Saw V,2008,92,"Horror,Thriller",5.8,128544.0,David Hackl,Patrick Melton,Scott Patterson
tt11327514,Uncle Frank,2020,95,"Comedy,Drama",7.3,21597.0,Alan Ball,Alan Ball,Paul Bettany
tt1133985,Green Lantern,2011,114,"Action,Adventure,Sci-Fi",5.5,289622.0,Martin Campbell,Greg Berlanti,Ryan Reynolds
tt1133991,What Doesn't Kill You,2008,100,"Crime,Drama,Thriller",6.6,12830.0,Brian Goodman,Brian Goodman,Ethan Hawke
tt1134629,The Private Lives of Pippa Lee,2009,98,"Comedy,Drama,Romance",6.3,13913.0,Rebecca Miller,Rebecca Miller,Robin Wright
tt1135084,Takers,2010,107,"Action,Crime,Drama",6.2,64160.0,John Luessenhop,Peter Allen,Chris Brown
tt1135092,The Limits of Control,2009,116,"Crime,Drama,Mystery",6.2,20841.0,Jim Jarmusch,Jim Jarmusch,Isaach De Bankolé
tt1135487,Duplicity,2009,125,"Comedy,Crime,Romance",6.1,51426.0,Tony Gilroy,Tony Gilroy,Julia Roberts
tt1135503,Julie & Julia,2009,123,"Biography,Drama,Romance",7.0,123907.0,Nora Ephron,Nora Ephron,Amy Adams
tt11358390,Renfield,2023,93,"Comedy,Fantasy,Horror",6.4,28952.0,Chris McKay,Ryan Ridley,Nicholas Hoult
tt1135985,Sex Drive,2008,109,"Comedy,Romance",6.5,89336.0,Sean Anders,Sean Anders,Josh Zuckerman
tt11364772,Kabzaa,2023,134,"Action,Crime,Thriller",6.2,14583.0,R. Chandru,M Chandramouli,Upendra
tt1136608,District 9,2009,112,"Action,Sci-Fi,Thriller",7.9,693911.0,Neill Blomkamp,Neill Blomkamp,Sharlto Copley
tt1137450,Death Wish,2018,107,"Action,Crime,Drama",6.3,73987.0,Eli Roth,Joe Carnahan,Bruce Willis
tt11374902,Doctor,2021,148,"Action,Comedy,Crime",7.4,17294.0,Nelson Dilipkumar,Nelson Dilipkumar,Sivakarthikeyan
tt11375428,Hridayam,2022,172,"Drama,Musical,Romance",8.1,13495.0,Vineeth Sreenivasan,Vineeth Sreenivasan,Pranav Mohanlal
tt11388406,Horse Girl,2020,103,"Drama,Mystery,Thriller",6.0,18782.0,Jeff Baena,Jeff Baena,Alison Brie
tt11389748,Mass,2021,111,Drama,7.6,15970.0,Fran Kranz,Fran Kranz,Jason Isaacs
tt11390036,A Fall from Grace,2020,120,Thriller,5.9,16267.0,Tyler Perry,Tyler Perry,Crystal Fox
tt1139328,The Ghost Writer,2010,128,"Crime,Drama,Mystery",7.2,167180.0,Roman Polanski,Robert Harris,Ewan McGregor
tt11394332,Spree,2020,93,"Comedy,Crime,Horror",5.9,14803.0,Eugene Kotlyarenko,Eugene Kotlyarenko,Joe Keery
tt1139797,Låt den rätte komma in,2008,114,"Drama,Fantasy,Horror",7.9,221232.0,Tomas Alfredson,John Ajvide Lindqvist,Kåre Hedebrant
tt1142433,Post Grad,2009,88,"Comedy,Romance",5.3,14646.0,Vicky Jenson,Kelly Fremon Craig,Alexis Bledel
tt1142977,Frankenweenie,2012,87,"Animation,Comedy,Drama",6.9,111682.0,Tim Burton,Leonard Ripps,Winona Ryder
tt1142988,The Ugly Truth,2009,96,"Comedy,Romance",6.4,223954.0,Robert Luketic,Nicole Eastman,Katherine Heigl
tt1144884,The Final Destination,2009,82,"Horror,Thriller",5.1,110005.0,David R. Ellis,Eric Bress,Nick Zano
tt11456054,Run Hide Fight,2020,109,"Action,Crime,Drama",6.3,25268.0,Kyle Rankin,Kyle Rankin,Isabel May
tt11460992,Runway 34,2022,145,"Drama,Thriller",7.0,28919.0,Ajay Devgn,Sandeep Kewlani,Ajay Devgn
tt1148204,Orphan,2009,123,"Horror,Mystery,Thriller",7.0,238625.0,Jaume Collet-Serra,David Leslie Johnson-McGoldrick,Vera Farmiga
tt1149361,Micmacs à tire-larigot,2009,105,"Action,Comedy,Crime",7.1,30775.0,Jean-Pierre Jeunet,Jean-Pierre Jeunet,Dany Boon
tt1149362,Das weiße Band - Eine deutsche Kindergeschichte,2009,144,"Drama,Mystery,Thriller",7.8,75360.0,Michael Haneke,Michael Haneke,Christian Friedel
tt11497716,The Legend,2022,161,"Action,Drama,Romance",7.0,29168.0,Jerry,Pattukottai Prabhakar,Saravanan Arul
tt1151359,Leaves of Grass,2009,105,"Comedy,Crime,Drama",6.4,27526.0,Tim Blake Nelson,Tim Blake Nelson,Edward Norton
tt1151922,Miss March,2009,90,"Comedy,Romance",5.0,21907.0,Zach Cregger,Zach Cregger,Zach Cregger
tt1152398,Beastly,2011,86,"Drama,Fantasy,Romance",5.5,78674.0,Daniel Barnz,Daniel Barnz,Alex Pettyfer
tt11525644,No Sudden Move,2021,115,"Crime,Drama,Mystery",6.4,37588.0,Steven Soderbergh,Ed Solomon,Don Cheadle
tt1152836,Public Enemies,2009,140,"Action,Biography,Crime",7.0,309294.0,Michael Mann,Ronan Bennett,Christian Bale
tt1152850,Wendy and Lucy,2008,80,Drama,7.1,18965.0,Kelly Reichardt,Jonathan Raymond,Michelle Williams
tt11540284,8-Bit Christmas,2021,97,"Comedy,Family",6.7,19272.0,Michael Dowse,Kevin Jakubowski,Winslow Fegley
tt1155056,"I Love You, Man",2009,105,"Comedy,Romance",7.0,211472.0,John Hamburg,John Hamburg,Paul Rudd
tt1155076,The Karate Kid,2010,140,"Action,Drama,Family",6.2,192609.0,Harald Zwart,Christopher Murphey,Jackie Chan
tt11555492,Farha,2021,92,Drama,8.2,79480.0,Darin J. Sallam,Darin J. Sallam,Karam Taher
tt1156398,Zombieland,2009,88,"Action,Comedy,Horror",7.6,594126.0,Ruben Fleischer,Rhett Reese,Jesse Eisenberg
tt11564570,Glass Onion,2022,139,"Comedy,Crime,Drama",7.1,388468.0,Rian Johnson,Rian Johnson,Daniel Craig
tt11581174,Karnan,2021,158,"Action,Drama",8.0,22783.0,Mari Selvaraj,Mari Selvaraj,Dhanush
tt1160368,12 Rounds,2009,108,"Action,Crime,Thriller",5.6,29664.0,Renny Harlin,Daniel Kunka,John Cena
tt1160419,Dune: Part One,2021,155,"Action,Adventure,Drama",8.0,671600.0,Denis Villeneuve,Jon Spaihts,Timothée Chalamet
tt1160996,The Colony,2013,95,"Action,Horror,Sci-Fi",5.3,46192.0,Jeff Renfroe,Jeff Renfroe,Kevin Zegers
tt1161864,The Rite,2011,114,"Drama,Horror,Mystery",6.0,100262.0,Mikael Håfström,Michael Petroni,Colin O'Donoghue
tt11628854,Silent Night,2021,92,"Comedy,Drama",5.7,15936.0,Camille Griffin,Camille Griffin,Keira Knightley
tt1164999,Biutiful,2010,148,"Drama,Romance",7.4,92631.0,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Javier Bardem
tt11651796,AK vs AK,2020,108,"Action,Comedy,Crime",6.9,14731.0,Vikramaditya Motwane,Anurag Kashyap,Anil Kapoor
tt11655202,Retfærdighedens ryttere,2020,116,"Action,Comedy,Drama",7.5,54585.0,Anders Thomas Jensen,Anders Thomas Jensen,Mads Mikkelsen
tt11657662,The Witcher: Nightmare of the Wolf,2021,83,"Action,Adventure,Animation",7.2,47017.0,Kwang Il Han,Beau DeMayo,Theo James
tt11671006,The Man from Toronto,2022,110,"Action,Adventure,Comedy",5.8,53220.0,Patrick Hughes,Robbie Fox,Kevin Hart
tt1167638,L'immortel,2010,117,"Action,Crime,Drama",6.6,35591.0,Richard Berry,Franz-Olivier Giesbert,Jean Reno
tt1167660,OSS 117: Rio ne répond plus,2009,101,"Action,Adventure,Comedy",6.8,15721.0,Michel Hazanavicius,Jean Bruce,Jean Dujardin
tt11681250,Godmothered,2020,110,"Comedy,Drama,Family",6.1,13163.0,Sharon Maguire,Kari Granlund,June Squibb
tt11686490,The Deep House,2021,85,"Drama,Horror,Mystery",5.3,14026.0,Alexandre Bustillo,Alexandre Bustillo,Camille Rowe
tt11700260,Competencia oficial,2021,115,"Comedy,Drama",7.1,11993.0,Mariano Cohn,Andrés Duprat,Penélope Cruz
tt11703050,The House,2022,97,"Animation,Comedy,Drama",6.8,19355.0,Paloma Baeza,Enda Walsh,Mia Goth
tt1170358,The Hobbit: The Desolation of Smaug,2013,161,Fantasy,7.8,677870.0,Peter Jackson,Fran Walsh,Ian McKellen
tt11703710,Downton Abbey: A New Era,2022,124,"Drama,Romance",7.4,26155.0,Simon Curtis,Julian Fellowes,Hugh Bonneville
tt1172049,Demolition,2015,101,"Comedy,Drama",7.0,103753.0,Jean-Marc Vallée,Bryan Sipe,Jake Gyllenhaal
tt1172233,Whip It,2009,111,"Drama,Sport",6.9,68802.0,Drew Barrymore,Shauna Cross,Elliot Page
tt1172570,Bronson,2008,92,"Action,Crime,Drama",7.0,135493.0,Nicolas Winding Refn,Brock Norman Brock,Tom Hardy
tt1172571,The Children,2008,84,"Horror,Mystery,Thriller",5.9,18584.0,Tom Shankland,Paul Andrew Williams,Eva Birthistle
tt11729298,American Underdog,2021,112,"Biography,Drama,Sport",7.1,17503.0,Andrew Erwin,Kurt Warner,Zachary Levi
tt1172991,The Company Men,2010,104,Drama,6.7,46549.0,John Wells,John Wells,Ben Affleck
tt1172994,The House of the Devil,2009,95,"Horror,Mystery",6.3,48810.0,Ti West,Ti West,Jocelin Donahue
tt1173687,The Bang Bang Club,2010,106,"Biography,Drama,History",6.9,11083.0,Steven Silver,Steven Silver,Ryan Phillippe
tt1173745,Revanche,2008,121,"Crime,Drama,Romance",7.5,15180.0,Götz Spielmann,Götz Spielmann,Johannes Krisch
tt1174732,An Education,2009,100,Drama,7.3,136128.0,Lone Scherfig,Lynn Barber,Carey Mulligan
tt1174954,Baiohazâdo: Dijenerêshon,2008,97,"Action,Animation,Horror",6.4,32129.0,Makoto Kamiya,Shotaro Suga,Paul Mercier
tt11750282,Voces,2020,97,"Adventure,Drama,Horror",6.1,15515.0,Ángel Gómez Hernández,Santiago Díaz,Rodolfo Sancho
tt1175491,W.,2008,129,"Biography,Comedy,Drama",6.3,49225.0,Oliver Stone,Stanley Weiser,Josh Brolin
tt1175506,Me and Orson Welles,2008,114,"Comedy,Drama",6.7,11592.0,Richard Linklater,Robert Kaplow,Zac Efron
tt1175709,All Good Things,2010,101,"Crime,Drama,Mystery",6.3,57670.0,Andrew Jarecki,Marcus Hinchey,Ryan Gosling
tt1176740,Away We Go,2009,98,"Adventure,Comedy,Drama",7.0,54336.0,Sam Mendes,Dave Eggers,John Krasinski
tt11772746,Thiruchitrambalam,2022,131,"Comedy,Drama,Musical",7.9,11489.0,Mithran Jawahar,Mithran Jawahar,Dhanush
tt11773378,Akhanda,2021,167,"Action,Drama",6.9,19043.0,Boyapati Srinu,Boyapati Srinu,Nandamuri Balakrishna
tt11777738,Ghahreman,2021,127,Drama,7.5,26987.0,Asghar Farhadi,Asghar Farhadi,Amir Jadidi
tt11783766,Ram Setu,2022,140,"Action,Adventure",5.2,16657.0,Abhishek Sharma,Chandra Prakash Dwivedi,Akshay Kumar
tt1178663,Whatever Works,2009,93,"Comedy,Romance",7.1,75383.0,Woody Allen,Woody Allen,Evan Rachel Wood
tt1178665,A Walk in the Woods,2015,104,"Adventure,Biography,Comedy",6.3,27833.0,Ken Kwapis,Michael Arndt,Robert Redford
tt1179025,Les aventures extraordinaires d'Adèle Blanc-Sec,2010,107,"Action,Adventure,Comedy",6.3,21814.0,Luc Besson,Luc Besson,Louise Bourgoin
tt1179031,Cold in July,2014,109,"Crime,Thriller",6.7,36633.0,Jim Mickle,Nick Damici,Michael C. Hall
tt1179034,From Paris with Love,2010,92,"Action,Crime,Thriller",6.4,119241.0,Pierre Morel,Adi Hasak,John Travolta
tt1179056,A Nightmare on Elm Street,2010,95,"Crime,Drama,Horror",5.2,103546.0,Samuel Bayer,Wesley Strick,Jackie Earle Haley
tt1179069,6 Souls,2010,112,"Horror,Thriller",6.0,35251.0,Måns Mårlind,Michael Cooney,Julianne Moore
tt1179258,Chéri,2009,100,"Comedy,Drama,Romance",6.1,11423.0,Stephen Frears,Christopher Hampton,Michelle Pfeiffer
tt1179794,TiMER,2009,99,"Comedy,Drama,Romance",6.5,13168.0,Jac Schaeffer,Jac Schaeffer,Emma Caulfield Ford
tt1179891,My Bloody Valentine,2009,101,"Horror,Mystery,Thriller",5.4,58445.0,Patrick Lussier,Todd Farmer,Jensen Ackles
tt1179904,Paranormal Activity,2007,86,"Horror,Mystery",6.3,246628.0,Oren Peli,Oren Peli,Katie Featherston
tt1179933,10 Cloverfield Lane,2016,103,"Drama,Horror,Mystery",7.2,339013.0,Dan Trachtenberg,Josh Campbell,John Goodman
tt11804152,Till Death,2021,88,Thriller,5.8,23637.0,S.K. Dale,Jason Carvey,Megan Fox
tt11813216,The Banshees of Inisherin,2022,114,"Comedy,Drama",7.7,205331.0,Martin McDonagh,Martin McDonagh,Colin Farrell
tt1181614,Wuthering Heights,2011,129,"Drama,Romance",6.0,10667.0,Andrea Arnold,Andrea Arnold,Kaya Scodelario
tt1181791,Black Death,2010,102,"Action,Drama,History",6.4,49614.0,Christopher Smith,Dario Poloni,Eddie Redmayne
tt1181795,Bunraku,2010,124,"Action,Drama,Thriller",6.1,20207.0,Guy Moshe,Boaz Davidson,Josh Hartnett
tt1182345,Moon,2009,97,"Drama,Mystery,Sci-Fi",7.8,366139.0,Duncan Jones,Duncan Jones,Sam Rockwell
tt1182350,You Will Meet a Tall Dark Stranger,2010,98,"Comedy,Drama,Romance",6.3,46769.0,Woody Allen,Woody Allen,Anthony Hopkins
tt11827628,Memory,2022,114,"Action,Crime,Thriller",5.7,29934.0,Martin Campbell,Dario Scardapane,Liam Neeson
tt1182921,Ninja,2009,86,"Action,Thriller",5.5,13587.0,Isaac Florentine,Boaz Davidson,Scott Adkins
tt1183251,Beyond a Reasonable Doubt,2009,106,"Crime,Drama,Mystery",5.8,13275.0,Peter Hyams,Peter Hyams,Jesse Metcalfe
tt1183252,Chocolate,2008,110,"Action,Drama",6.9,18503.0,Prachya Pinkaew,Napalee,JeeJa Yanin
tt1183276,La horde,2009,90,"Action,Horror",5.9,16011.0,Yannick Dahan,Arnaud Bordas,Claude Perron
tt1183374,Pet,2016,94,"Horror,Thriller",5.7,17999.0,Carles Torrens,Jeremy Slater,Dominic Monaghan
tt1183665,Cracks,2009,104,"Drama,Thriller",6.6,20556.0,Jordan Scott,Ben Court,Eva Green
tt1183732,Tôkyô zankoku keisatsu,2008,110,"Action,Comedy,Horror",5.9,12200.0,Yoshihiro Nishimura,Kengo Kaji,Eihi Shiina
tt1183923,Welcome to the Rileys,2010,110,Drama,6.9,24842.0,Jake Scott,Ken Hixon,James Gandolfini
tt11847410,The Fallout,2021,96,Drama,7.0,27472.0,Megan Park,Megan Park,Jenna Ortega
tt11851548,Orphan: First Kill,2022,99,"Crime,Drama,Horror",5.9,38875.0,William Brent Bell,David Coggeshall,Isabelle Fuhrman
tt1185416,When in Rome,2010,91,"Comedy,Romance",5.5,63420.0,Mark Steven Johnson,David Diamond,Kristen Bell
tt1185420,Dostana,2008,145,"Comedy,Drama,Romance",6.5,15600.0,Tarun Mansukhani,Anvita Dutt,Abhishek Bachchan
tt1185834,Star Wars: The Clone Wars,2008,98,"Action,Adventure,Animation",5.9,68975.0,Dave Filoni,Henry Gilroy,Matt Lanter
tt1185836,Adam,2009,99,"Comedy,Drama,Romance",7.1,35137.0,Max Mayer,Max Mayer,Hugh Dancy
tt1186367,Ninja Assassin,2009,99,"Action,Thriller",6.3,73730.0,James McTeigue,Matthew Sand,Rain
tt1186370,Spread,2009,97,"Comedy,Drama,Romance",5.8,40896.0,David Mackenzie,Jason Hall,Ashton Kutcher
tt11866324,Prey,2022,100,"Action,Adventure,Drama",7.1,205968.0,Dan Trachtenberg,Patrick Aison,Amber Midthunder
tt1186830,Agora,2009,127,"Adventure,Biography,Drama",7.1,71279.0,Alejandro Amenábar,Alejandro Amenábar,Rachel Weisz
tt1187043,3 Idiots,2009,170,"Comedy,Drama",8.4,409977.0,Rajkumar Hirani,Abhijat Joshi,Aamir Khan
tt1187064,Triangle,2009,99,"Fantasy,Mystery,Sci-Fi",6.9,121151.0,Christopher Smith,Christopher Smith,Melissa George
tt1188113,Peacock,2010,90,"Drama,Thriller",6.2,11668.0,Michael Lander,Michael Lander,Cillian Murphy
tt1188729,Pandorum,2009,108,"Action,Horror,Mystery",6.7,154641.0,Christian Alvart,Travis Milloy,Dennis Quaid
